1,1
2,1
3,1.33333
4,1.25
5,1.8
6,1.33333
7,2
8,1.875
9,1.88889
10,1.8
11,2.54545
12,1.75
13,2.53846
14,2.28571
15,2.13333
16,2.1875
17,2.76471
18,2.33333
19,2.94737
20,2.25
21,2.42857
22,2.54545
23,3.21739
24,2.29167
25,2.76
26,2.84615
27,2.81481
28,2.60714
29,3.34483
30,2.4
31,3.29032
32,2.84375
33,2.93939
34,3.11765
35,2.91429
36,2.58333
37,3.37838
38,3.15789
39,3.17949
40,2.775
41,3.58537
42,2.71429
43,3.62791
44,3.02273
45,2.95556
46,3.30435
47,3.78723
48,2.89583
49,3.36735
50,3.24
51,3.33333
52,3.17308
53,3.86792
54,3.11111
55,3.34545
56,2.98214
57,3.38596
58,3.48276
59,3.9322
60,2.95
61,3.95082
62,3.6129
63,3.33333
64,3.42188
65,3.46154
66,3.18182
67,3.9403
68,3.54412
69,3.63768
70,3.2
71,4.08451
72,3.04167
73,4.0411
74,3.81081
75,3.52
76,3.53947
77,3.67532
78,3.38462
79,4.17722
80,3.2875
81,3.66667
82,3.82927
83,4.19277
84,3.25
85,3.75294
86,3.90698
87,3.86207
88,3.57955
89,4.25843
90,3.22222
91,3.8022
92,3.66304
93,3.90323
94,3.91489
95,4
96,3.44792
97,4.27835
98,3.85714
99,3.67677
100,3.57
101,4.32673
102,3.60784
103,4.3301
104,3.68269
105,3.60952
106,4.09434
107,4.41121
108,3.52778
109,4.41284
110,3.63636
111,4.10811
112,3.63393
113,4.45133
114,3.73684
115,4.05217
116,3.97414
117,3.90598
118,4.20339
119,4.13445
120,3.35833
121,4.17355
122,4.14754
123,4.14634
124,4.07258
125,4.232
126,3.55556
127,4.55118
128,4.02344
129,4.1938
130,3.83077
131,4.64122
132,3.61364
133,4.17293
134,4.29851
135,3.85185
136,3.84559
137,4.60584
138,3.95652
139,4.66187
140,3.69286
141,4.2766
142,4.28169
143,4.25175
144,3.71528
145,4.25517
146,4.34247
147,4.08163
148,4.19595
149,4.67785
150,3.78667
151,4.72848
152,4.07237
153,4.17647
154,3.96104
155,4.34839
156,3.72436
157,4.69427
158,4.40506
159,4.40252
160,3.89375
161,4.35404
162,4.01235
163,4.76074
164,4.29878
165,4.00606
166,4.48193
167,4.8503
168,3.73214
169,4.52663
170,4.05882
171,4.21053
172,4.30814
173,4.81503
174,4.13793
175,4.28571
176,4.08523
177,4.45763
178,4.55056
179,4.87151
180,3.71667
181,4.8232
182,4.08791
183,4.52459
184,4.21196
185,4.52432
186,4.1828
187,4.50267
188,4.3883
189,4.24868
190,4.16842
191,4.91099
192,3.97396
193,4.88601
194,4.62887
195,4.12308
196,4.22959
197,4.89848
198,4.0404
199,4.89447
200,4.075
201,4.58209
202,4.60396
203,4.64039
204,4.08333
205,4.63902
206,4.69903
207,4.41546
208,4.24519
209,4.61722
210,3.81905
211,4.90995
212,4.43868
213,4.6338
214,4.6729
215,4.70698
216,4.03241
217,4.6682
218,4.70642
219,4.7032
220,4.13182
221,4.70136
222,4.36036
223,5.04933
224,4.20982
225,4.23556
226,4.71681
227,5.00441
228,4.19737
229,5
230,4.38261
231,4.33766
232,4.47845
233,5.02575
234,4.1453
235,4.74043
236,4.56356
237,4.75527
238,4.36975
239,5.11297
240,3.9125
241,5.05809
242,4.63636
243,4.65844
244,4.61066
245,4.59184
246,4.42276
247,4.76113
248,4.54435
249,4.82329
250,4.52
251,5.16335
252,3.9881
253,4.77075
254,4.8189
255,4.38431
256,4.51172
257,5.14786
258,4.50388
259,4.82625
260,4.29615
261,4.60153
262,4.79389
263,5.1635
264,4.20833
265,4.81887
266,4.5188
267,4.84644
268,4.73507
269,5.20818
270,4.17778
271,5.21771
272,4.4375
273,4.4652
274,4.88321
275,4.66909
276,4.32246
277,5.20217
278,4.89209
279,4.72401
280,4.21071
281,5.22064
282,4.57447
283,5.22968
284,4.79225
285,4.52281
286,4.58741
287,4.9338
288,4.26042
289,5.02768
290,4.55862
291,4.8866
292,4.77055
293,5.25939
294,4.40816
295,4.94915
296,4.6723
297,4.6229
298,5
299,4.99666
300,4.16333
301,4.92691
302,4.98013
303,4.9505
304,4.57566
305,4.97377
306,4.39869
307,5.30293
308,4.43182
309,4.95469
310,4.61935
311,5.33119
312,4.30449
313,5.28754
314,5
315,4.4127
316,4.86392
317,5.35331
318,4.67925
319,5.04075
320,4.49687
321,5
322,4.67702
323,4.97214
324,4.43518
325,4.84
326,5.05521
327,5.00306
328,4.76524
329,5.01216
330,4.29697
331,5.31722
332,4.88253
333,4.91592
334,5.05389
335,5.08657
336,4.27083
337,5.37389
338,4.95266
339,5.05605
340,4.52059
341,5.07625
342,4.51462
343,5.13703
344,4.77616
345,4.65797
346,5.06936
347,5.40634
348,4.56609
349,5.42407
350,4.52571
